game_id,week,team,epa_total,jogadas,epa_scrimmage,jogadas_scrimmage,season
2002_01_SD_CIN,1,CIN,-5.5407644103397615,68,-11.629986205765364,48,2002
2002_01_SD_CIN,1,LAC,25.853207545035346,82,23.957907321177565,63,2002
2002_01_SEA_OAK,1,LV,11.134794084093828,84,5.790844169041019,70,2002
2002_01_SEA_OAK,1,SEA,-0.380264308114156,78,1.066787966275721,51,2002
2002_01_SF_NYG,1,NYG,-5.385872496692041,92,-3.695706833721353,70,2002
2002_01_SF_NYG,1,SF,0.7157882294924502,67,2.3070053919098,51,2002
2002_01_STL_DEN,1,DEN,1.8717021966734042,76,-5.0468615128653065,56,2002
2002_01_STL_DEN,1,LA,-3.229693109802479,75,-0.10970616618330853,57,2002
2002_02_ARI_SEA,2,ARI,11.922653444249985,77,5.493113298831051,59,2002
2002_02_ARI_SEA,2,SEA,-2.6237567259157504,98,-12.504871515399948,76,2002
2002_02_BUF_MIN,2,BUF,14.62729147807368,94,12.904521450134553,67,2002
2002_02_BUF_MIN,2,MIN,3.169192072643571,117,0.5473146411218854,90,2002
2002_02_CHI_ATL,2,ATL,-11.316571991623071,80,-14.500917164048012,62,2002
2002_02_CHI_ATL,2,CHI,-8.082743744412754,73,-8.940541310233089,55,2002
2002_02_CIN_CLE,2,CIN,-7.6970814021986875,98,-6.666789020120632,82,2002
2002_02_CIN_CLE,2,CLE,4.738880256787788,78,-1.526183678273302,57,2002
2002_02_DEN_SF,2,DEN,12.939360549113585,75,7.829565530471937,56,2002
2002_02_DEN_SF,2,SF,0.4858304208176282,75,2.9083153726533055,57,2002
2002_02_DET_CAR,2,CAR,2.4684628808177687,87,1.863956105247162,63,2002
2002_02_DET_CAR,2,DET,-19.90718980240477,80,-21.889532309753122,58,2002
2002_02_GB_NO,2,GB,-14.146373787068613,88,-13.115681921693447,66,2002
2002_02_GB_NO,2,NO,-1.2321925254663002,77,7.4634318115014295,54,2002
2002_02_HOU_SD,2,HOU,-30.31391637053457,84,-33.84259444182511,59,2002
2002_02_HOU_SD,2,LAC,-10.98688024652762,85,-11.71056557516495,64,2002
2002_02_JAX_KC,2,JAX,10.969897302588318,81,17.172920843119375,64,2002
2002_02_JAX_KC,2,KC,2.024529615890192,78,-0.8686561065847513,61,2002
2002_02_MIA_IND,2,IND,-2.523271994514084,94,-8.52650415877664,76,2002
2002_02_MIA_IND,2,MIA,7.891649989631948,70,10.163872354301988,51,2002
2002_02_NE_NYJ,2,NE,14.707154361917423,91,13.933437324583108,73,2002
2002_02_NE_NYJ,2,NYJ,-28.61882792275706,69,-28.682574713137,47,2002
2002_02_NYG_STL,2,LA,-4.309475857631081,76,-3.6626861696891044,57,2002
2002_02_NYG_STL,2,NYG,6.019980186345903,87,5.680201313821988,66,2002
2002_02_OAK_PIT,2,LV,5.976323396979236,108,4.137040599437318,87,2002
2002_02_OAK_PIT,2,PIT,-12.339332949762785,72,-16.988209803691113,52,2002
2002_02_PHI_WAS,2,PHI,13.205143698753618,85,14.347260529036436,68,2002
2002_02_PHI_WAS,2,WAS,-21.70923907180973,73,-15.986593487963546,53,2002
2002_02_TB_BAL,2,BAL,-26.826550844067242,81,-26.13289737868003,60,2002
2002_02_TB_BAL,2,TB,2.7337342089177037,79,1.9977733800983408,61,2002
2002_02_TEN_DAL,2,DAL,2.937071706539823,70,2.675389656855259,51,2002
2002_02_TEN_DAL,2,TEN,-3.0948655715836644,91,-6.162116258161534,72,2002
2002_03_BUF_DEN,3,BUF,2.8967363408886904,80,0.8610451768345113,60,2002
2002_03_BUF_DEN,3,DEN,4.866645768430844,94,3.858889269560212,64,2002
2002_03_CAR_MIN,3,CAR,-6.450930900156275,84,1.941090613280013,66,2002
2002_03_CAR_MIN,3,MIN,-16.781649522871703,71,-14.613389541365905,53,2002
2002_03_CIN_ATL,3,ATL,4.605710422578956,81,6.086213490911883,61,2002
2002_03_CIN_ATL,3,CIN,-23.023163333244156,80,-21.999518755997986,63,2002
2002_03_CLE_TEN,3,CLE,-0.9958426231454909,102,-0.8623238716535111,73,2002
2002_03_CLE_TEN,3,TEN,-5.985643886523958,78,-4.07174973731162,57,2002
2002_03_DAL_PHI,3,DAL,-8.981209594225088,85,-18.15016256786864,65,2002
2002_03_DAL_PHI,3,PHI,20.16313024293843,90,6.880308470935405,69,2002
2002_03_GB_DET,3,DET,-8.758723833575548,81,-18.947549324106713,57,2002
2002_03_GB_DET,3,GB,2.4292310996906075,104,4.838690792495657,78,2002
2002_03_IND_HOU,3,HOU,-25.30458067805739,79,-15.419238883389205,56,2002
2002_03_IND_HOU,3,IND,-2.4929054571300373,73,-1.8241237458508555,58,2002
2002_03_KC_NE,3,KC,18.896039222462356,84,11.106848896132085,62,2002
2002_03_KC_NE,3,NE,17.444941009679216,105,13.73124884728673,81,2002
2002_03_NO_CHI,3,CHI,-2.8410529452045576,92,-0.22022359210145215,71,2002
2002_03_NO_CHI,3,NO,6.427262653138826,84,0.5014470881870947,60,2002
2002_03_NYJ_MIA,3,MIA,10.602319755555467,85,9.044955250544113,66,2002
2002_03_NYJ_MIA,3,NYJ,-15.006505086261313,74,-19.623370688306473,52,2002
2002_03_SD_ARI,3,ARI,-12.040093033232303,72,-12.251531810048501,61,2002
2002_03_SD_ARI,3,LAC,-1.344603454730136,86,-1.0073087846811486,67,2002
2002_03_SEA_NYG,3,NYG,-4.409094903443474,94,-6.4487197860080805,76,2002
2002_03_SEA_NYG,3,SEA,-5.695899039099459,60,-10.294147464061142,45,2002
2002_03_STL_TB,3,LA,-12.159098967574856,87,-11.777236863825237,70,2002
2002_03_STL_TB,3,TB,-1.3667061818701605,69,-1.7753631029742603,50,2002
2002_03_WAS_SF,3,SF,-0.11796618542549364,87,1.7242217784465437,68,2002
2002_03_WAS_SF,3,WAS,-8.147981424342884,69,-9.11023371906004,49,2002
2002_04_CAR_GB,4,CAR,-2.6121512696115223,84,-5.359987654098617,63,2002
2002_04_CAR_GB,4,GB,-1.6178020380172806,81,-7.539221354720862,58,2002
